conversation_id,customer_id,timestamp,channel,agent_id,duration_minutes,transcript,resolved_flag
CONV00239,CUST0091,2026-07-16 21:48:00,chat,AGT007,33.9,"Customer: Just wanted to say the new dashboard update is really good.
Agent: Thank you, I'll pass that to the product team!
Customer: Cheers.",1
CONV00240,CUST0093,2026-07-09 12:08:00,phone_transcript,AGT003,4.8,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",0
CONV00241,CUST0093,2026-06-30 11:52:00,phone_transcript,AGT001,9.5,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",0
CONV00242,CUST0093,2026-07-19 17:07:00,chat,AGT001,21.6,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",0
CONV00243,CUST0094,2026-08-01 01:48:00,email,AGT008,23.7,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",0
CONV00244,CUST0094,2026-07-04 20:17:00,chat,AGT006,23.0,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",1
CONV00245,CUST0094,2026-07-22 08:23:00,email,AGT006,9.0,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00246,CUST0094,2026-08-11 00:07:00,chat,AGT005,3.2,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",1
CONV00247,CUST0095,2026-06-27 05:11:00,chat,AGT011,11.7,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",1
CONV00248,CUST0095,2026-06-28 03:34:00,chat,AGT011,2.4,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",0
CONV00249,CUST0095,2026-08-11 03:49:00,chat,AGT004,12.9,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",0
CONV00250,CUST0097,2026-07-07 14:15:00,phone_transcript,AGT005,20.2,"Customer: Can you confirm our renewal date?
Agent: Your contract renews on the 14th of next month.
Customer: Perfect, no changes needed from our side.",1
CONV00251,CUST0098,2026-08-02 12:31:00,chat,AGT008,15.0,"Customer: We signed up last month but honestly we havent used it much yet.
Agent: Would an onboarding session help?
Customer: Maybe. My team hasnt had time to learn it.",0
CONV00252,CUST0098,2026-08-07 04:35:00,chat,AGT001,24.0,"Customer: how do i import my existing data
Agent: Settings > Import > choose CSV.
Customer: tried that, got an error. ill try again later",0
CONV00253,CUST0098,2026-08-02 12:25:00,phone_transcript,AGT010,14.2,"Customer: how do i import my existing data
Agent: Settings > Import > choose CSV.
Customer: tried that, got an error. ill try again later",0
CONV00254,CUST0098,2026-06-20 08:56:00,email,AGT011,16.0,"Customer: We signed up last month but honestly we havent used it much yet.
Agent: Would an onboarding session help?
Customer: Maybe. My team hasnt had time to learn it.",1
CONV00255,CUST0099,2026-08-08 03:15:00,email,AGT004,8.4,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00256,CUST0099,2026-07-30 22:09:00,email,AGT011,15.7,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",1
CONV00257,CUST0099,2026-07-17 23:19:00,email,AGT005,41.0,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",1
CONV00258,CUST0100,2026-06-18 00:58:00,phone_transcript,AGT010,37.1,"Customer: Can you confirm our renewal date?
Agent: Your contract renews on the 14th of next month.
Customer: Perfect, no changes needed from our side.",1
CONV00259,CUST0101,2026-08-08 01:46:00,phone_transcript,AGT006,23.8,"Customer: Still no fix. I'm done chasing this.
Agent: I'm escalating to our senior team now.
Customer: Save it. I'm taking this to our legal team if the refund isnt processed.",0
CONV00260,CUST0101,2026-07-15 02:04:00,email,AGT002,22.2,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",0
CONV00261,CUST0101,2026-08-11 00:09:00,phone_transcript,AGT006,30.1,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",1
CONV00262,CUST0101,2026-08-07 16:13:00,email,AGT006,18.0,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",0
CONV00263,CUST0101,2026-08-11 09:06:00,email,AGT001,39.3,"Customer: We've decided to cancel our subscription at the end of the term.
Agent: I'm sorry to hear that, may I ask what's driving the decision?
Customer: Four tickets in two months, none properly resolved. We're moving to a competitor next quarter.
Agent: Can I arrange a call with your account manager?
Customer: You can, but I doubt it changes anything at this point.",0
CONV00264,CUST0102,2026-08-01 04:56:00,chat,AGT009,7.2,"Customer: Just wanted to say the new dashboard update is really good.
Agent: Thank you, I'll pass that to the product team!
Customer: Cheers.",1
CONV00265,CUST0104,2026-08-09 07:41:00,chat,AGT003,7.9,"Customer: Still no fix. I'm done chasing this.
Agent: I'm escalating to our senior team now.
Customer: Save it. I'm taking this to our legal team if the refund isnt processed.",1
CONV00266,CUST0104,2026-07-20 10:24:00,chat,AGT006,39.1,"Customer: Still no fix. I'm done chasing this.
Agent: I'm escalating to our senior team now.
Customer: Save it. I'm taking this to our legal team if the refund isnt processed.",1
CONV00267,CUST0104,2026-07-26 21:29:00,phone_transcript,AGT003,15.5,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",1
CONV00268,CUST0104,2026-07-17 09:43:00,chat,AGT010,34.9,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",0
CONV00269,CUST0104,2026-08-10 21:52:00,phone_transcript,AGT007,19.3,"Customer: Still no fix. I'm done chasing this.
Agent: I'm escalating to our senior team now.
Customer: Save it. I'm taking this to our legal team if the refund isnt processed.",0
CONV00270,CUST0104,2026-07-21 12:00:00,phone_transcript,AGT004,33.4,"Customer: We've decided to cancel our subscription at the end of the term.
Agent: I'm sorry to hear that, may I ask what's driving the decision?
Customer: Four tickets in two months, none properly resolved. We're moving to a competitor next quarter.
Agent: Can I arrange a call with your account manager?
Customer: You can, but I doubt it changes anything at this point.",0
CONV00271,CUST0104,2026-07-22 13:12:00,chat,AGT011,2.2,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",0
CONV00272,CUST0105,2026-08-10 16:16:00,email,AGT003,6.4,"Customer: How do I download an invoice?
Agent: Billing > Invoices > Download PDF.
Customer: ok",1
CONV00273,CUST0106,2026-07-14 14:50:00,chat,AGT005,42.8,"Customer: Password reset link isnt arriving.
Agent: I've triggered a new one, please check spam.
Customer: got it thanks",1
CONV00274,CUST0107,2026-07-19 07:22:00,email,AGT007,40.2,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",0
CONV00275,CUST0107,2026-08-11 13:03:00,email,AGT004,9.1,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",0
CONV00276,CUST0107,2026-08-02 11:59:00,chat,AGT012,44.3,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",1
CONV00277,CUST0108,2026-08-09 23:23:00,chat,AGT002,17.8,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00278,CUST0108,2026-08-10 22:36:00,email,AGT009,28.8,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00279,CUST0108,2026-08-01 22:18:00,phone_transcript,AGT001,4.1,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",1
CONV00280,CUST0108,2026-07-04 09:36:00,phone_transcript,AGT005,22.4,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",1
CONV00281,CUST0108,2026-07-12 01:17:00,chat,AGT005,20.1,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",1
CONV00282,CUST0109,2026-06-29 07:43:00,phone_transcript,AGT012,7.9,"Customer: how do i import my existing data
Agent: Settings > Import > choose CSV.
Customer: tried that, got an error. ill try again later",0
CONV00283,CUST0109,2026-07-24 20:28:00,phone_transcript,AGT002,14.2,"Customer: how do i import my existing data
Agent: Settings > Import > choose CSV.
Customer: tried that, got an error. ill try again later",0
CONV00284,CUST0109,2026-07-31 08:48:00,chat,AGT005,37.8,"Customer: how do i import my existing data
Agent: Settings > Import > choose CSV.
Customer: tried that, got an error. ill try again later",0
CONV00285,CUST0110,2026-08-02 12:15:00,email,AGT003,3.7,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",0
CONV00286,CUST0110,2026-07-28 17:16:00,email,AGT004,2.1,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",0
CONV00287,CUST0110,2026-08-09 20:07:00,phone_transcript,AGT008,8.4,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",1
CONV00288,CUST0111,2026-08-10 07:56:00,email,AGT011,11.9,"Customer: We've decided to cancel our subscription at the end of the term.
Agent: I'm sorry to hear that, may I ask what's driving the decision?
Customer: Four tickets in two months, none properly resolved. We're moving to a competitor next quarter.
Agent: Can I arrange a call with your account manager?
Customer: You can, but I doubt it changes anything at this point.",0
CONV00289,CUST0111,2026-07-02 14:44:00,chat,AGT002,37.0,"Customer: Still no fix. I'm done chasing this.
Agent: I'm escalating to our senior team now.
Customer: Save it. I'm taking this to our legal team if the refund isnt processed.",0
CONV00290,CUST0111,2026-07-06 14:37:00,email,AGT012,7.0,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",0
CONV00291,CUST0111,2026-07-09 23:00:00,phone_transcript,AGT011,9.3,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",1
CONV00292,CUST0111,2026-08-03 09:21:00,phone_transcript,AGT002,18.0,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",1
CONV00293,CUST0111,2026-08-07 20:35:00,email,AGT005,37.9,"Customer: Still no fix. I'm done chasing this.
Agent: I'm escalating to our senior team now.
Customer: Save it. I'm taking this to our legal team if the refund isnt processed.",0
CONV00294,CUST0112,2026-07-17 08:09:00,phone_transcript,AGT003,6.9,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",0
CONV00295,CUST0112,2026-07-04 22:06:00,chat,AGT007,41.2,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00296,CUST0112,2026-08-08 05:17:00,chat,AGT010,18.3,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",1
CONV00297,CUST0112,2026-07-29 23:05:00,phone_transcript,AGT003,22.8,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00298,CUST0113,2026-07-08 10:32:00,chat,AGT005,30.2,"Customer: Hi, quick question - how do I add a second admin user?
Agent: Happy to help! Go to Settings > Team > Invite.
Customer: Found it, thanks. Works great as always.",1
CONV00299,CUST0114,2026-07-21 02:27:00,phone_transcript,AGT012,26.3,"Customer: Can you confirm our renewal date?
Agent: Your contract renews on the 14th of next month.
Customer: Perfect, no changes needed from our side.",0
CONV00300,CUST0114,2026-07-20 02:05:00,phone_transcript,AGT009,31.6,"Customer: Just wanted to say the new dashboard update is really good.
Agent: Thank you, I'll pass that to the product team!
Customer: Cheers.",1
CONV00301,CUST0115,2026-07-22 10:18:00,email,AGT006,30.5,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",0
CONV00302,CUST0115,2026-05-14 19:07:00,chat,AGT011,42.2,"Customer: We've decided to cancel our subscription at the end of the term.
Agent: I'm sorry to hear that, may I ask what's driving the decision?
Customer: Four tickets in two months, none properly resolved. We're moving to a competitor next quarter.
Agent: Can I arrange a call with your account manager?
Customer: You can, but I doubt it changes anything at this point.",0
CONV00303,CUST0115,2026-08-07 08:06:00,chat,AGT002,34.3,"Customer: Still no fix. I'm done chasing this.
Agent: I'm escalating to our senior team now.
Customer: Save it. I'm taking this to our legal team if the refund isnt processed.",1
CONV00304,CUST0116,2026-08-11 13:43:00,phone_transcript,AGT004,25.7,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",1
CONV00305,CUST0116,2026-06-28 16:55:00,email,AGT010,21.3,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",0
CONV00306,CUST0116,2026-08-04 09:40:00,email,AGT012,30.1,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",1
CONV00307,CUST0116,2026-07-24 10:58:00,phone_transcript,AGT001,37.5,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",0
CONV00308,CUST0117,2026-07-04 04:20:00,phone_transcript,AGT009,10.9,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",0
CONV00309,CUST0117,2026-08-10 13:37:00,chat,AGT008,16.3,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",0
CONV00310,CUST0118,2026-07-28 04:30:00,phone_transcript,AGT006,32.8,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",1
CONV00311,CUST0118,2026-06-21 02:46:00,email,AGT006,37.7,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",0
CONV00312,CUST0118,2026-06-26 14:25:00,email,AGT012,6.6,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",0
CONV00313,CUST0118,2026-08-06 08:52:00,phone_transcript,AGT012,19.6,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",1
CONV00314,CUST0119,2026-07-28 17:48:00,email,AGT004,21.7,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00315,CUST0119,2026-06-03 01:39:00,email,AGT001,41.8,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00316,CUST0119,2026-07-12 05:53:00,email,AGT011,27.3,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",0
CONV00317,CUST0120,2026-08-09 09:00:00,phone_transcript,AGT001,25.8,"Customer: Can you confirm our renewal date?
Agent: Your contract renews on the 14th of next month.
Customer: Perfect, no changes needed from our side.",1
CONV00318,CUST0123,2026-06-12 05:30:00,chat,AGT012,26.9,"Customer: Can you confirm our renewal date?
Agent: Your contract renews on the 14th of next month.
Customer: Perfect, no changes needed from our side.",1
CONV00319,CUST0124,2026-07-10 19:54:00,phone_transcript,AGT010,28.1,"Customer: How do I download an invoice?
Agent: Billing > Invoices > Download PDF.
Customer: ok",1
CONV00320,CUST0125,2026-08-07 11:34:00,email,AGT007,43.4,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",0
CONV00321,CUST0125,2026-07-19 09:09:00,chat,AGT007,27.9,"Customer: I need to speak to a manager. This is the third time raising the same issue.
Agent: I understand your frustration, let me escalate.
Customer: We're already trialling an alternative platform. Honestly we're just waiting for our contract to end.",0
CONV00322,CUST0125,2026-08-08 07:41:00,phone_transcript,AGT012,42.2,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",0
CONV00323,CUST0126,2026-06-09 17:47:00,phone_transcript,AGT005,31.5,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00324,CUST0126,2026-07-27 19:15:00,chat,AGT009,25.3,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00325,CUST0126,2026-08-11 01:53:00,phone_transcript,AGT008,27.1,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",0
CONV00326,CUST0126,2026-08-03 01:34:00,phone_transcript,AGT009,14.3,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00327,CUST0126,2026-08-10 23:27:00,chat,AGT007,8.2,"Customer: This is really frustrating, the export keeps timing out again!
Agent: I'm sorry about that, let me check the logs.
Customer: Every single week something breaks. Please just fix it properly.
Agent: Escalating to engineering now, I'll update you today.
Customer: Fine. I do like the product, it just needs to be reliable.",0
CONV00328,CUST0127,2026-08-04 17:43:00,email,AGT011,12.8,"Customer: Password reset link isnt arriving.
Agent: I've triggered a new one, please check spam.
Customer: got it thanks",1
CONV00329,CUST0128,2026-08-03 01:10:00,chat,AGT009,3.4,"Customer: Just wanted to say the new dashboard update is really good.
Agent: Thank you, I'll pass that to the product team!
Customer: Cheers.",1
CONV00330,CUST0128,2026-07-04 20:21:00,phone_transcript,AGT009,39.2,"Customer: Can you confirm our renewal date?
Agent: Your contract renews on the 14th of next month.
Customer: Perfect, no changes needed from our side.",1
CONV00331,CUST0129,2026-08-04 06:36:00,phone_transcript,AGT012,14.4,"Customer: Hi, quick question - how do I add a second admin user?
Agent: Happy to help! Go to Settings > Team > Invite.
Customer: Found it, thanks. Works great as always.",1
CONV00332,CUST0130,2026-07-28 11:36:00,phone_transcript,AGT006,43.5,"Customer: How do I download an invoice?
Agent: Billing > Invoices > Download PDF.
Customer: ok",1
CONV00333,CUST0133,2026-08-10 00:44:00,phone_transcript,AGT008,37.7,"Customer: Password reset link isnt arriving.
Agent: I've triggered a new one, please check spam.
Customer: got it thanks",0
CONV00334,CUST0134,2026-06-25 01:15:00,email,AGT010,25.5,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",0
CONV00335,CUST0134,2026-08-10 00:48:00,email,AGT003,44.3,"Customer: Why is the report layout changed AGAIN without warning??
Agent: We shipped an update on Tuesday, I can share the release notes.
Customer: You guys need better comms. Anyway send them over.",1
CONV00336,CUST0134,2026-07-18 18:13:00,chat,AGT007,3.7,"Customer: The mobile app is so slow it's unusable today.
Agent: There was a degradation this morning, now resolved.
Customer: Ok its working now. Still annoying.",1
CONV00337,CUST0135,2026-08-08 15:52:00,phone_transcript,AGT005,2.2,"Customer: I don't understand how to set up the integration, the docs are confusing.
Agent: I can walk you through it, do you have 10 minutes?
Customer: Not right now. Is there a video?",0
CONV00338,CUST0135,2026-07-23 19:58:00,email,AGT010,4.2,"Customer: I don't understand how to set up the integration, the docs are confusing.
Agent: I can walk you through it, do you have 10 minutes?
Customer: Not right now. Is there a video?",0
CONV00339,CUST0135,2026-07-29 04:07:00,email,AGT008,36.0,"Customer: how do i import my existing data
Agent: Settings > Import > choose CSV.
Customer: tried that, got an error. ill try again later",0
CONV00340,CUST0136,2026-08-09 21:10:00,email,AGT009,11.5,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",1
CONV00341,CUST0136,2026-08-05 21:10:00,chat,AGT007,25.4,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",1
CONV00342,CUST0136,2026-07-10 12:46:00,phone_transcript,AGT006,16.2,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",1
CONV00343,CUST0136,2026-07-23 04:27:00,phone_transcript,AGT011,2.4,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",0
CONV00344,CUST0137,2026-06-19 09:45:00,phone_transcript,AGT010,12.5,"Customer: Can you confirm our renewal date?
Agent: Your contract renews on the 14th of next month.
Customer: Perfect, no changes needed from our side.",1
CONV00345,CUST0137,2026-07-30 13:36:00,email,AGT005,25.2,"Customer: Hi, quick question - how do I add a second admin user?
Agent: Happy to help! Go to Settings > Team > Invite.
Customer: Found it, thanks. Works great as always.",1
CONV00346,CUST0138,2026-07-29 07:08:00,phone_transcript,AGT009,21.2,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",1
CONV00347,CUST0138,2026-08-04 03:48:00,phone_transcript,AGT002,42.8,"Customer: please send me the offboarding process and data export options
Agent: Before that, can we discuss what went wrong?
Customer: Its too late for that. We've signed with another vendor.",1
CONV00348,CUST0138,2026-07-10 06:26:00,phone_transcript,AGT002,11.1,"Customer: We've decided to cancel our subscription at the end of the term.
Agent: I'm sorry to hear that, may I ask what's driving the decision?
Customer: Four tickets in two months, none properly resolved. We're moving to a competitor next quarter.
Agent: Can I arrange a call with your account manager?
Customer: You can, but I doubt it changes anything at this point.",0
CONV00349,CUST0138,2026-05-14 17:05:00,chat,AGT004,25.1,"Customer: Still no fix. I'm done chasing this.
Agent: I'm escalating to our senior team now.
Customer: Save it. I'm taking this to our legal team if the refund isnt processed.",0
CONV00350,CUST0139,2026-08-08 00:11:00,phone_transcript,AGT002,34.1,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",1
CONV00351,CUST0139,2026-07-10 09:15:00,chat,AGT002,5.1,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",1
CONV00352,CUST0139,2026-08-06 15:25:00,phone_transcript,AGT004,41.2,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",1
CONV00353,CUST0141,2026-08-02 09:20:00,email,AGT006,2.7,"Customer: Just wanted to say the new dashboard update is really good.
Agent: Thank you, I'll pass that to the product team!
Customer: Cheers.",1
CONV00354,CUST0141,2026-05-30 07:00:00,phone_transcript,AGT010,4.7,"Customer: Can you confirm our renewal date?
Agent: Your contract renews on the 14th of next month.
Customer: Perfect, no changes needed from our side.",1
CONV00355,CUST0142,2026-08-01 22:16:00,email,AGT009,6.6,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",0
CONV00356,CUST0142,2026-08-08 14:22:00,email,AGT008,18.4,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",0
CONV00357,CUST0142,2026-08-07 23:30:00,phone_transcript,AGT004,7.9,"Customer: I've been charged twice this month. This is the second time!
Agent: I apologise, I can see a duplicate charge on the 3rd.
Customer: I want it refunded today, not in 7 working days.
Agent: I'll request an expedited refund.
Customer: If this happens again I'm escalating to my finance director.",1
CONV00358,CUST0142,2026-08-05 06:42:00,chat,AGT005,31.1,"Customer: Why did my invoice go up 22% with no notice?
Agent: There was a plan price revision effective this quarter.
Customer: Nobody told us. I need to review whether this still makes sense for us.",0
CONV00359,CUST0142,2026-08-04 00:19:00,chat,AGT009,39.6,"Customer: My card payment failed but I have funds. Now my account is limited.
Agent: Let me re-run the payment for you.
Customer: Third time I'm calling about this billing mess.",1
CONV00360,CUST0143,2026-07-14 23:00:00,phone_transcript,AGT007,25.1,"Customer: Can you confirm our renewal date?
Agent: Your contract renews on the 14th of next month.
Customer: Perfect, no changes needed from our side.",0
